id,picture_id,name,now_cost,position,team,expected_goals_conceded,corners_and_indirect_freekicks_order,selected_rank_type,points_per_game_rank_type,minutes,points_per_game,expected_goals_conceded_per_90,value_season,ep_next,starts,chance_of_playing_this_round,form_rank,form,expected_goal_involvements,own_goals,saves_per_90,assists,expected_assists_per_90,goals_conceded,bonus,yellow_cards,influence_rank,creativity_rank,expected_goals,chance_of_playing_next_round,penalties_missed,event_points,web_name,penalties_order,value_form,transfers_in,in_dreamteam,now_cost_rank,ep_this,selected_rank,goals_scored,ict_index_rank,transfers_in_event,ict_index,transfers_out_event,cost_change_start_fall,transfers_out,expected_goals_per_90,creativity_rank_type,influence,now_cost_rank_type,threat,news,penalties_saved,threat_rank,clean_sheets_per_90,dreamteam_count,clean_sheets,starts_per_90,cost_change_event_fall,status,selected_by_percent,total_points,form_rank_type,saves,bps,cost_change_event,expected_goal_involvements_per_90,goals_conceded_per_90,expected_assists,ict_index_rank_type,points_per_game_rank,direct_freekicks_order,news_added,cost_change_start,red_cards,creativity,threat_rank_type,influence_rank_type
131,p204214,Pervis Estupiñán,50,DEF,Brighton,10.66,,5,10,495,4.2,1.94,5.0,0.0,6,25.0,689,0.0,2.37,1,0.0,3,0.27,10,5,2,131,55,0.90,25.0,0,0,Estupiñan,,0.0,1856178,FALSE,191,0.1,15,1,83,2535,45.0,66490,0,5131921,0.16,10,162.8,23,110.0,Muscle injury - 25% chance of playing,0,107,0.0,1,0,1.09,0,d,18.5,25,235,0,112,0,0.43,1.82,1.47,14,49,,2023-11-10T02:00:09.926001Z,0,0,177.9,10,45
132,p487117,Evan Ferguson,61,FWD,Brighton,10.64,,10,15,577,3.7,1.66,6.7,2.5,7,100.0,84,3.3,3.40,0,0.0,0,0.08,13,5,0,100,205,2.89,75.0,0,0,Ferguson,,0.5,1072033,FALSE,62,3.8,44,5,76,10308,47.6,77025,-1,903187,0.45,31,198.2,20,218.0,Back injury - 75% chance of playing,0,37,0.16,1,1,1.09,-1,d,8.4,41,11,0,137,1,0.53,2.03,0.51,15,88,,2023-11-13T01:00:09.032281Z,1,0,59.9,15,11
133,p243568,Billy Gilmour,49,MID,Brighton,11.15,3.0,79,76,614,2.7,1.63,6.1,1.7,7,,192,1.7,1.52,0,0.0,3,0.17,12,4,2,224,49,0.34,,0,3,Gilmour,,0.3,77435,FALSE,260,2.2,245,0,145,690,33.0,1516,1,51711,0.05,38,101.6,165,37.0,,0,238,0.29,1,2,1.03,0,a,0.4,30,87,0,139,0,0.22,1.76,1.18,75,170,,,-1,0,192.0,126,89
134,p60307,Pascal Groß,63,MID,Brighton,14.46,1.0,41,30,888,4.1,1.47,6.5,3.7,10,100.0,72,3.7,2.82,0,0.0,1,0.15,13,8,1,66,14,1.35,100.0,0,3,Gross,2.0,0.6,172560,FALSE,53,4.2,139,2,28,3668,71.1,4535,2,413920,0.14,10,230.4,31,135.0,,0,81,0.1,0,1,1.01,0,a,1.6,41,39,0,178,0,0.29,1.32,1.47,20,56,4.0,2023-09-22T14:00:07.601244Z,-2,0,346.4,50,24
135,p475168,João Pedro Junqueira de Jesus,53,FWD,Brighton,9.58,,9,27,578,2.4,1.49,5.5,1.0,4,,263,1.0,4.43,0,0.0,1,0.23,12,3,1,147,54,2.93,,0,1,João Pedro,1.0,0.2,806732,FALSE,146,1.5,43,2,60,12692,52.9,29960,2,2301812,0.46,3,149.2,39,200.0,,0,42,0.16,0,1,0.62,0,a,8.4,29,30,0,95,0,0.69,1.87,1.50,14,200,,,-2,0,179.3,16,17
136,p442229,Michał Karbownik,40,DEF,Brighton,0.00,,219,190,0,0.0,0.0,0.0,0.0,0,0.0,439,0.0,0.00,0,0.0,0,0.0,0,0,0,522,507,0.00,0.0,0,0,Karbownik,,0.0,0,FALSE,668,0.0,639,0,529,0,0.0,16,0,2230,0.0,191,0.0,197,0.0,Permanent transfer to Hertha BSC,0,484,0.0,0,0,0.0,0,u,0.0,0,157,0,0,0,0.0,0.0,0.00,193,534,,2023-08-09T08:35:32.699094Z,0,0,0.0,183,193
137,p484658,Kacper Kozłowski,45,MID,Brighton,0.00,,315,271,0,0.0,0.0,0.0,0.0,0,0.0,604,0.0,0.00,0,0.0,0,0.0,0,0,0,654,650,0.00,0.0,0,0,Kozłowski,,0.0,0,FALSE,429,0.0,736,0,660,0,0.0,1,0,126,0.0,265,0.0,249,0.0,Joined vitesse on a season long loan,0,640,0.0,0,0,0.0,0,u,0.0,0,233,0,0,0,0.0,0.0,0.00,268,664,,2023-07-20T08:40:22.941077Z,0,0,0.0,260,264
138,p39155,Adam Lallana,49,MID,Brighton,4.18,,181,171,259,1.1,1.45,1.6,1.0,4,100.0,255,1.0,0.36,0,0.0,0,0.13,3,0,1,366,136,0.00,100.0,0,1,Lallana,,0.2,3098,FALSE,218,1.5,518,0,295,147,14.0,104,1,6689,0.0,95,24.4,137,20.0,,0,291,0.35,0,1,1.39,0,a,0.0,8,119,0,28,0,0.13,1.04,0.36,134,359,,2023-09-29T14:00:08.638239Z,-1,0,95.3,149,162
139,p232792,Tariq Lamptey,40,DEF,Brighton,1.97,,22,76,137,2.0,1.29,2.0,0.0,1,0.0,425,0.0,0.10,0,0.0,2,0.05,5,0,2,318,307,0.02,50.0,0,0,Lamptey,,0.0,670779,FALSE,651,0.0,64,0,354,607,7.6,21741,0,719798,0.01,105,43.4,183,7.0,Muscle injury - 50% chance of playing,0,365,0.0,0,0,0.66,0,d,6.5,8,146,0,45,0,0.06,3.28,0.08,129,234,,2023-11-08T17:00:08.856481Z,0,0,25.6,128,121
140,p109345,Solly March,62,MID,Brighton,10.50,2.0,30,7,555,5.6,1.7,6.3,0.0,7,0.0,727,0.0,3.07,0,0.0,1,0.16,11,6,1,101,96,2.10,0.0,0,0,March,,0.0,1021090,FALSE,57,0.0,109,3,81,64,46.4,14723,3,1185883,0.34,70,197.4,35,139.0,Knee injury - Unknown return date,0,77,0.32,1,2,1.14,0,i,2.7,39,316,0,134,0,0.5,1.78,0.97,52,12,2.0,2023-10-21T17:30:07.514105Z,-3,0,126.5,47,38
141,p209288,Tom McGill,39,GKP,Brighton,0.00,,36,39,0,0.0,0.0,0.0,0.0,0,,376,0.0,0.00,0,0.0,0,0.0,0,0,0,468,451,0.00,,0,0,McGill,,0.0,16071,FALSE,728,0.5,274,0,474,519,0.0,388,1,13296,0.0,22,0.0,80,0.0,,0,426,0.0,0,0,0.0,0,a,0.3,0,37,0,0,0,0.0,0.0,0.00,39,479,,,-1,0,0.0,15,39
142,p15157,James Milner,48,MID,Brighton,5.54,,120,154,350,1.3,1.42,1.9,0.2,5,25.0,289,0.7,0.43,0,0.0,0,0.11,7,0,2,310,208,0.00,25.0,0,0,Milner,,0.1,6615,FALSE,273,0.3,377,0,323,12,10.7,470,2,20116,0.0,121,45.8,175,2.0,Muscle injury - 25% chance of playing,0,405,0.26,0,1,1.29,0,d,0.1,9,137,0,56,0,0.11,1.8,0.43,144,331,,2023-11-10T02:00:09.976619Z,-2,0,58.9,204,135
143,p451340,Kaoru Mitoma,66,MID,Brighton,16.40,,4,26,980,4.4,1.51,8.0,1.5,10,100.0,107,3.0,5.24,0,0.0,4,0.23,20,7,3,58,28,2.78,50.0,0,1,Mitoma,,0.5,2647730,FALSE,44,3.5,8,3,15,24501,86.9,200757,-1,2769942,0.26,22,239.2,27,373.0,Knock - 50% chance of playing,0,11,0.0,2,0,0.92,-1,d,36.2,53,53,0,173,1,0.49,1.84,2.46,11,45,,2023-11-16T15:00:09.180639Z,1,0,255.0,6,21
144,p243505,Jakub Moder,44,MID,Brighton,0.00,,152,237,0,0.0,0.0,0.0,0.0,0,25.0,541,0.0,0.00,0,0.0,0,0.0,0,0,0,597,588,0.00,100.0,0,0,Moder,,0.0,5649,FALSE,529,0.1,465,0,604,169,0.0,160,1,8460,0.0,229,0.0,293,0.0,,0,574,0.0,0,0,0.0,0,a,0.1,0,194,0,0,0,0.0,0.0,0.00,233,610,,2023-10-20T15:30:08.340971Z,-1,0,0.0,223,228
146,p441192,Jeremy Sarmiento Morante,45,MID,Brighton,0.00,,276,260,0,0.0,0.0,0.0,0.0,0,0.0,585,0.0,0.00,0,0.0,0,0.0,0,0,0,637,633,0.00,0.0,0,0,Sarmiento,,0.0,0,FALSE,407,0.0,678,0,643,0,0.0,6,0,1506,0.0,253,0.0,234,0.0,Joined West Bromwich Albion on a season-long loan,0,623,0.0,0,0,0.0,0,u,0.0,0,219,0,0,0,0.0,0.0,0.00,256,649,,2023-07-26T11:28:45.117167Z,0,0,0.0,248,252
147,p240514,Kjell Scherpen,40,GKP,Brighton,0.00,,85,61,0,0.0,0.0,0.0,0.0,0,0.0,429,0.0,0.00,0,0.0,0,0.0,0,0,0,514,499,0.00,0.0,0,0,Scherpen,,0.0,0,FALSE,655,0.0,740,0,521,0,0.0,0,0,32,0.0,45,0.0,52,0.0,Joined Sturm Graz on a season-long loan,0,475,0.0,0,0,0.0,0,u,0.0,0,60,0,0,0,0.0,0.0,0.00,61,525,,2023-07-06T16:30:02.985300Z,0,0,0.0,38,61
148,p49262,Jason Steele,43,GKP,Brighton,8.83,,16,22,630,2.1,1.26,3.5,1.7,7,,180,1.7,0.00,0,3.0,0,0.0,13,0,0,110,428,0.00,,0,2,Steele,,0.4,103235,FALSE,564,2.2,117,0,257,2261,18.9,3569,2,392175,0.0,6,188.6,28,0.0,,0,525,0.0,0,0,1.0,0,a,2.5,15,17,21,124,0,0.0,1.86,0.00,19,224,,,-2,0,0.1,55,19
149,p450434,Deniz Undav,55,FWD,Brighton,0.00,,87,90,0,0.0,0.0,0.0,0.0,0,0.0,718,0.0,0.00,0,0.0,0,0.0,0,0,0,732,732,0.00,0.0,0,0,Undav,,0.0,0,FALSE,109,0.0,636,0,732,0,0.0,8,0,4397,0.0,90,0.0,33,0.0,Season long loan to Stuttgart,0,731,0.0,0,0,0.0,0,u,0.0,0,86,0,0,0,0.0,0.0,0.00,90,731,,2023-08-04T09:40:56.708875Z,0,0,0.0,90,90
150,p469142,Jan Paul van Hecke,40,DEF,Brighton,6.06,,54,92,478,1.7,1.14,3.0,1.7,5,,179,1.7,0.18,0,0.0,0,0.01,5,1,1,132,368,0.12,,0,2,Van Hecke,,0.4,194720,FALSE,680,2.2,133,0,252,4960,19.6,2627,0,153392,0.02,132,162.2,204,24.0,,0,272,0.0,0,0,0.94,0,a,1.8,12,60,0,86,0,0.03,0.94,0.06,83,279,,,0,0,9.6,83,46
151,p111478,Joël Veltman,44,DEF,Brighton,12.10,,71,108,685,1.3,1.59,3.6,1.3,6,,212,1.3,0.33,0,0.0,1,0.03,15,0,1,162,235,0.08,,0,1,Veltman,,0.3,84378,FALSE,485,1.8,180,0,223,1929,22.4,2499,1,96883,0.01,68,139.2,94,36.0,,0,239,0.0,0,0,0.79,0,a,1.0,16,70,0,118,0,0.04,1.97,0.25,67,324,,,-1,0,47.9,69,63
152,p489639,Bart Verbruggen,44,GKP,Brighton,9.20,,33,19,450,2.4,1.84,2.7,1.7,5,,183,1.7,0.00,0,2.6,0,0.0,8,2,0,186,600,0.00,,0,0,Verbruggen,,0.4,23334,FALSE,551,2.2,259,0,311,557,12.2,1035,1,34437,0.0,70,121.2,27,0.0,,0,586,0.0,0,0,1.0,0,a,0.4,12,18,13,79,0,0.0,1.6,0.00,20,193,,,-1,0,0.0,65,20
153,p110735,Adam Webster,43,DEF,Brighton,10.37,,117,144,540,0.8,1.73,1.2,0.7,6,100.0,270,0.7,0.42,1,0.0,0,0.02,13,0,1,209,303,0.32,100.0,0,0,Webster,,0.2,15831,FALSE,573,1.2,301,0,281,454,15.5,530,2,25642,0.05,101,108.6,134,19.0,,0,293,0.0,0,0,1.0,0,a,0.2,5,89,0,89,0,0.07,2.17,0.10,96,445,,2023-08-11T13:30:06.362659Z,-2,0,26.6,94,85
154,p50175,Danny Welbeck,57,FWD,Brighton,6.50,,33,36,407,1.9,1.44,2.6,0.0,7,0.0,719,0.0,1.44,0,0.0,0,0.08,7,1,1,283,172,1.07,0.0,0,0,Welbeck,3.0,0.0,71844,FALSE,82,0.0,207,1,226,75,21.9,2392,3,248423,0.24,21,61.0,26,86.0,Muscle injury - Unknown return date,0,135,0.44,0,2,1.55,0,i,0.6,15,87,0,44,0,0.32,1.55,0.37,33,263,,2023-10-21T17:30:07.549301Z,-3,0,71.6,36,34
155,p204676,Andi Zeqiri,44,FWD,Brighton,0.00,,39,62,0,0.0,0.0,0.0,0.0,0,0.0,528,0.0,0.00,0,0.0,0,0.0,0,0,0,587,577,0.00,0.0,0,0,Zeqiri,,0.0,25876,FALSE,507,0.0,223,0,594,0,0.0,1057,1,93581,0.0,59,0.0,91,0.0,Permanent transfer to Genk,0,563,0.0,0,0,0.0,0,u,0.6,0,49,0,0,0,0.0,0.0,0.00,58,600,,2023-09-06T09:25:40.755182Z,-1,0,0.0,58,56
606,p223434,Igor Julio dos Santos de Paulo,43,DEF,Brighton,4.99,,135,103,333,1.4,1.35,1.6,2.0,4,100.0,151,2.0,0.07,0,0.0,0,0.01,6,1,1,303,293,0.04,100.0,0,3,Igor,,0.5,11462,FALSE,590,2.5,354,0,346,716,8.3,355,2,12554,0.01,96,49.8,148,5.0,,0,379,0.0,0,0,1.08,0,a,0.1,7,52,0,55,0,0.02,1.62,0.03,124,314,,2023-10-09T08:30:09.354344Z,-2,0,28.1,135,117
621,p532529,Jack Hinshelwood,45,MID,Brighton,1.28,,230,103,85,2.0,1.36,0.4,0.0,1,,627,0.0,0.02,0,0.0,0,0.02,5,0,0,421,317,0.00,,0,0,Hinshelwood,,0.0,1899,FALSE,452,0.5,602,0,404,49,3.1,57,0,1826,0.0,164,6.2,263,2.0,,0,399,0.0,0,0,1.06,0,a,0.0,2,247,0,12,0,0.02,5.29,0.02,187,240,,,0,0,22.8,200,192
690,p535301,Carlos Baleba,45,MID,Brighton,4.78,,133,163,264,1.2,1.63,1.6,0.7,3,,285,0.7,0.29,0,0.0,0,0.01,7,0,2,330,338,0.27,,0,0,Baleba,,0.2,13632,FALSE,455,1.2,415,0,362,482,6.9,656,0,5659,0.09,175,38.6,265,14.0,,0,328,0.0,0,0,1.02,0,a,0.1,7,133,0,25,0,0.1,2.39,0.02,166,347,,,0,0,16.2,165,145
700,p465607,Anssumane Fati Vieira,65,MID,Brighton,3.75,,60,84,266,2.5,1.27,3.1,1.7,1,,202,1.7,2.97,0,0.0,0,0.09,5,1,1,237,246,2.69,,0,3,Ansu Fati,,0.3,153316,FALSE,48,2.2,182,2,161,9540,31.0,4930,0,74553,0.91,136,95.0,30,172.0,,0,57,0.34,0,1,0.34,0,a,1.0,20,95,0,51,0,1.0,1.69,0.28,80,191,,,0,0,43.6,36,94
741,,Mark O’Mahony,45,FWD,Brighton,0.00,,95,82,0,0.0,0.0,0.0,1.2,0,,633,0.0,0.00,0,0.0,0,0.0,0,0,0,677,674,0.00,,0,0,O’Mahony,,0.0,333,FALSE,461,1.7,712,0,683,333,0.0,44,0,44,0.0,81,0.0,87,0.0,,0,666,0.0,0,0,0.0,0,a,0.0,0,72,0,0,0,0.0,0.0,0.00,80,685,,,0,0,0.0,81,78
742,,Benicio Baker-Boaitey,45,MID,Brighton,0.00,,318,268,0,0.0,0.0,0.0,1.2,0,,600,0.0,0.00,0,0.0,0,0.0,0,0,0,651,647,0.00,,0,0,Baker-Boaitey,,0.0,51,FALSE,425,1.7,739,0,657,51,0.0,4,0,4,0.0,262,0.0,245,0.0,,0,637,0.0,0,0,0.0,0,a,0.0,0,229,0,0,0,0.0,0.0,0.00,265,661,,,0,0,0.0,257,261
156,,Enock Agyei,43,MID,Burnley,0.00,,91,224,0,0.0,0.0,0.0,-0.5,0,,506,0.0,0.00,0,0.0,0,0.0,0,0,0,570,559,0.00,,0,0,Agyei,,0.0,26179,FALSE,605,-1.0,287,0,576,3573,0.0,1569,2,19667,0.0,216,0.0,321,0.0,,0,543,0.0,0,0,0.0,0,a,0.3,0,180,0,0,0,0.0,0.0,0.00,220,582,,,-2,0,0.0,210,215
157,p487968,Ameen Al-Dakhil,40,DEF,Burnley,17.76,,77,139,855,0.9,1.87,2.2,-0.5,10,100.0,460,0.0,0.67,1,0.0,0,0.05,22,0,1,191,288,0.19,100.0,0,0,Al-Dakhil,,0.0,85008,FALSE,692,-1.0,200,0,262,410,18.2,1721,0,69567,0.02,94,119.0,211,34.0,,0,244,0.0,0,0,1.05,0,a,0.7,9,168,0,96,0,0.07,2.32,0.48,89,437,,2023-10-18T22:00:08.810786Z,0,0,29.6,71,77
158,p189776,Samuel Bastien,49,MID,Burnley,0.00,,253,296,0,0.0,0.0,0.0,0.0,0,0.0,667,0.0,0.00,0,0.0,0,0.0,0,0,0,699,697,0.00,0.0,0,0,Bastien,,0.0,326,FALSE,240,0.0,634,0,701,0,0.0,22,1,2554,0.0,294,0.0,153,0.0,Has joined Kasimpasa S.K. on loan,0,694,0.0,0,0,0.0,0,u,0.0,0,275,0,0,0,0.0,0.0,0.00,296,702,,2023-09-18T10:36:05.969054Z,-1,0,0.0,292,295
159,p183751,Manuel Benson Hedilazio,52,MID,Burnley,3.09,,155,212,65,1.0,4.28,0.6,-0.2,1,25.0,702,0.0,0.04,0,0.0,0,0.01,3,0,0,422,384,0.03,50.0,0,0,Benson,,0.0,1593,FALSE,156,-0.2,470,0,398,18,3.3,133,3,14903,0.04,192,6.0,98,22.0,Lack of match fitness - 50% chance of playing,0,282,0.0,0,0,1.38,0,d,0.1,3,301,0,8,0,0.05,4.15,0.01,184,429,,2023-09-27T09:00:08.265496Z,-3,0,4.3,145,193
160,p241231,Jordan Beyer,40,DEF,Burnley,12.20,,59,119,678,1.1,1.62,2.2,0.5,8,100.0,241,1.0,0.11,0,0.0,0,0.01,16,1,3,122,300,0.06,100.0,0,1,Beyer,,0.2,61596,FALSE,656,0.0,145,0,237,512,20.8,1758,0,330525,0.01,99,175.8,187,4.0,,0,383,0.0,0,0,1.06,0,a,1.5,9,80,0,116,0,0.02,2.12,0.05,74,354,,2023-10-07T21:00:07.723066Z,0,0,27.2,137,41
161,p172782,Josh Brownhill,47,MID,Burnley,13.76,1.0,104,82,779,2.5,1.59,6.0,3.2,8,,65,3.7,1.60,0,0.0,0,0.12,20,0,1,133,53,0.58,,0,7,Brownhill,,0.8,17600,FALSE,320,2.7,343,2,90,1956,43.8,511,3,30457,0.07,42,162.0,209,86.0,,0,133,0.0,0,0,0.92,0,a,0.2,28,34,0,144,0,0.19,2.31,1.02,56,186,3.0,,-3,0,188.3,82,53
162,,Darko Churlinov,44,MID,Burnley,0.00,,231,240,0,0.0,0.0,0.0,-0.5,0,100.0,544,0.0,0.00,0,0.0,0,0.0,0,0,0,600,591,0.00,100.0,0,0,Churlinov,,0.0,1017,FALSE,535,-1.0,603,0,607,61,0.0,42,1,3141,0.0,232,0.0,296,0.0,,0,577,0.0,0,0,0.0,0,a,0.0,0,197,0,0,0,0.0,0.0,0.00,236,613,,2023-08-31T18:00:07.313510Z,-1,0,0.0,226,231
163,p40145,Jack Cork,48,MID,Burnley,0.13,,225,192,16,1.0,0.73,0.2,-0.5,0,,650,0.0,0.01,0,0.0,0,0.06,0,0,0,442,409,0.00,,0,0,Cork,,0.0,549,FALSE,275,-1.0,593,0,442,31,0.5,37,2,2170,0.0,204,1.8,176,2.0,,0,406,0.0,0,0,0.0,0,a,0.0,1,261,0,2,0,0.06,0.0,0.01,206,406,,,-2,0,0.9,205,207
164,p530873,Dara Costelloe,45,MID,Burnley,0.00,,271,280,0,0.0,0.0,0.0,0.0,0,0.0,622,0.0,0.00,0,0.0,0,0.0,0,0,0,670,665,0.00,0.0,0,0,Costelloe,,0.0,101,FALSE,447,0.0,667,0,676,0,0.0,19,0,2760,0.0,275,0.0,261,0.0,Season long loan to St Johnstone,0,656,0.0,0,0,0.0,0,u,0.0,0,245,0,0,0,0.0,0.0,0.00,278,678,,2023-08-17T06:12:47.501520Z,0,0,0.0,270,274
165,p172567,Josh Cullen,50,MID,Burnley,18.49,,154,130,839,1.7,1.98,3.4,-0.5,10,100.0,685,0.0,0.95,0,0.0,1,0.09,22,0,5,177,118,0.08,100.0,0,0,Cullen,,0.0,6911,FALSE,185,-1.0,469,0,206,63,25.4,138,0,8816,0.01,84,126.6,114,18.0,,0,302,0.0,0,0,1.07,0,a,0.1,17,290,0,115,0,0.1,2.36,0.87,101,285,,2023-10-28T19:30:08.472702Z,0,0,109.9,155,70
166,,CJ Egan-Riley,39,DEF,Burnley,0.00,,119,161,0,0.0,0.0,0.0,-0.5,0,,381,0.0,0.00,0,0.0,0,0.0,0,0,0,473,456,0.00,,0,0,Egan-Riley,,0.0,18281,FALSE,735,-1.0,303,0,479,515,0.0,384,1,14853,0.0,162,0.0,235,0.0,,0,432,0.0,0,0,0.0,0,a,0.2,0,121,0,0,0,0.0,0.0,0.00,164,484,,,-1,0,0.0,153,165
167,p478969,Hjalmar Ekdal,39,DEF,Burnley,0.00,,154,164,0,0.0,0.0,0.0,-0.2,0,50.0,385,0.0,0.00,0,0.0,0,0.0,0,0,0,476,459,0.00,50.0,0,0,Ekdal,,0.0,2932,FALSE,739,-0.5,398,0,482,122,0.0,155,1,15796,0.0,165,0.0,239,0.0,Lack of match fitness - 50% chance of playing,0,435,0.0,0,0,0.0,0,d,0.1,0,125,0,0,0,0.0,0.0,0.00,167,487,,2023-08-31T02:00:07.493185Z,-1,0,0.0,156,168
168,p435973,Lyle Foster,50,FWD,Burnley,13.54,,27,6,609,4.7,2.0,6.6,-0.1,7,25.0,692,0.0,2.04,0,0.0,2,0.07,19,4,0,127,162,1.56,25.0,0,0,Foster,,0.0,255379,FALSE,204,-0.2,174,3,110,653,37.7,8942,0,194359,0.23,19,168.2,45,130.0,Illness - 25% chance of playing,0,89,0.15,0,1,1.03,0,d,1.0,33,78,0,105,0,0.3,2.81,0.48,19,32,,2023-10-28T20:00:07.456915Z,0,1,79.5,30,15
169,p493347,Denis Franchi,39,GKP,Burnley,0.00,,53,43,0,0.0,0.0,0.0,-0.5,0,,386,0.0,0.00,0,0.0,0,0.0,0,0,0,477,460,0.00,,0,0,Franchi,,0.0,8273,FALSE,740,-1.0,344,0,483,352,0.0,150,1,8795,0.0,26,0.0,84,0.0,,0,436,0.0,0,0,0.0,0,a,0.2,0,41,0,0,0,0.0,0.0,0.00,43,488,,,-1,0,0.0,19,43
170,p60586,Jóhann Berg Gudmundsson,48,MID,Burnley,6.59,2.0,220,127,431,1.7,1.38,2.5,1.2,6,100.0,188,1.7,1.49,0,0.0,1,0.25,10,0,2,269,52,0.28,100.0,0,1,Gudmundsson,,0.4,1609,FALSE,279,0.7,583,0,169,102,30.1,54,2,4281,0.06,41,69.6,179,42.0,,0,221,0.0,0,0,1.25,0,a,0.0,12,84,0,65,0,0.31,2.09,1.21,84,282,2.0,2023-09-25T13:00:08.033849Z,-2,0,189.1,115,109
171,,Luke McNally,40,DEF,Burnley,0.00,,226,198,0,0.0,0.0,0.0,0.0,0,0.0,457,0.0,0.00,0,0.0,0,0.0,0,0,0,540,524,0.00,0.0,0,0,McNally,,0.0,0,FALSE,689,0.0,657,0,546,0,0.0,12,0,1608,0.0,199,0.0,209,0.0,Season long loan to Stoke City,0,502,0.0,0,0,0.0,0,u,0.0,0,166,0,0,0,0.0,0.0,0.00,201,551,,2023-08-04T09:35:51.951556Z,0,0,0.0,192,202
172,p232917,Arijanet Muric,43,GKP,Burnley,0.00,,54,79,0,0.0,0.0,0.0,-0.5,0,,499,0.0,0.00,0,0.0,0,0.0,0,0,0,568,556,0.00,,0,0,Muric,,0.0,1403,FALSE,593,-1.0,352,0,574,52,0.0,167,2,14780,0.0,65,0.0,32,0.0,,0,539,0.0,0,0,0.0,0,a,0.2,0,78,0,0,0,0.0,0.0,0.00,79,580,,,-2,0,0.0,59,79
173,p216616,Dara O'Shea,44,DEF,Burnley,15.92,,132,115,675,1.2,2.12,2.3,1.8,7,,130,2.3,0.26,0,0.0,1,0.01,24,1,0,103,241,0.15,,0,1,O'Shea,,0.5,6813,FALSE,513,1.3,336,0,178,466,28.9,320,1,13221,0.02,71,196.6,110,45.0,,0,211,0.0,0,0,0.93,0,a,0.2,10,44,0,118,0,0.03,3.2,0.11,50,344,,,-1,0,45.7,55,37
174,p220598,Michael Obafemi,49,FWD,Burnley,0.00,,79,53,5,1.0,0.0,0.2,-0.2,0,50.0,344,0.3,0.05,0,0.0,0,0.0,0,0,0,703,701,0.05,100.0,0,1,Obafemi,,0.1,1743,FALSE,251,-0.3,569,0,705,243,0.0,93,1,4586,0.9,84,0.0,51,1.0,,0,407,0.0,0,0,0.0,0,a,0.0,1,41,0,1,0,0.9,0.0,0.00,83,421,,2023-08-06T23:30:05.563053Z,-1,0,0.0,55,82
175,p220037,Bailey Peacock-Farrell,40,GKP,Burnley,0.00,,80,59,0,0.0,0.0,0.0,0.0,0,0.0,422,0.0,0.00,0,0.0,0,0.0,0,0,0,508,493,0.00,0.0,0,0,Peacock-Farrell,,0.0,0,FALSE,648,0.0,668,0,515,0,0.0,12,0,901,0.0,43,0.0,50,0.0,Joined Aarhus on loan,0,469,0.0,0,0,0.0,0,u,0.0,0,58,0,0,0,0.0,0.0,0.00,59,519,,2023-07-26T11:25:50.410533Z,0,0,0.0,36,59
176,p192290,Connor Roberts,44,DEF,Burnley,16.94,,124,140,733,0.9,2.08,1.8,-0.5,8,100.0,525,0.0,0.34,0,0.0,1,0.04,21,0,2,179,142,0.00,100.0,0,0,Roberts,,0.0,13616,FALSE,502,-1.0,320,0,222,96,22.5,351,1,26151,0.0,31,125.0,103,8.0,,0,359,0.0,0,0,0.98,0,a,0.2,8,209,0,102,0,0.04,2.58,0.34,66,438,,2023-10-21T17:30:07.665681Z,-1,1,92.7,126,72
177,p44683,Jay Rodriguez,53,FWD,Burnley,5.43,,54,41,293,1.3,1.67,1.7,1.2,2,,197,1.7,1.05,0,0.0,0,0.01,8,0,0,370,330,1.02,,0,2,Rodriguez,1.0,0.3,9431,FALSE,129,0.7,347,0,306,566,12.9,441,2,23591,0.31,43,23.2,36,94.0,,0,122,0.0,0,0,0.61,0,a,0.2,9,23,0,10,0,0.32,2.46,0.03,41,336,,,-2,0,17.8,33,42
178,p103914,Charlie Taylor,40,DEF,Burnley,15.38,,28,93,810,1.6,1.71,3.5,2.2,9,,110,2.7,0.30,0,0.0,0,0.02,19,0,3,139,207,0.12,,0,1,Taylor,,0.7,612005,FALSE,622,1.7,75,1,210,7247,23.9,6203,0,158934,0.01,56,156.4,165,23.0,,0,274,0.0,0,0,1.0,0,a,5.4,14,30,0,110,0,0.03,2.11,0.18,62,289,,,0,0,59.1,85,51
179,p461102,Bobby Thomas,40,DEF,Burnley,0.00,,225,192,0,0.0,0.0,0.0,0.0,0,0.0,444,0.0,0.00,0,0.0,0,0.0,0,0,0,527,512,0.00,0.0,0,0,Thomas,,0.0,0,FALSE,673,0.0,655,0,534,0,0.0,21,0,1208,0.0,193,0.0,199,0.0,Permanent transfer to Coventry,0,489,0.0,0,0,0.0,0,u,0.0,0,159,0,0,0,0.0,0.0,0.00,195,539,,2023-07-24T09:55:44.165399Z,0,0,0.0,185,195
180,p226473,Scott Twine,49,MID,Burnley,0.00,,275,300,0,0.0,0.0,0.0,0.0,0,0.0,673,0.0,0.00,0,0.0,0,0.0,0,0,0,705,703,0.00,0.0,0,0,Twine,,0.0,119,FALSE,253,0.0,677,0,707,0,0.0,9,1,2630,0.0,298,0.0,161,0.0,Season long loan to Hull,0,699,0.0,0,0,0.0,0,u,0.0,0,280,0,0,0,0.0,0.0,0.00,300,707,,2023-08-21T08:28:24.720790Z,-1,0,0.0,296,299
